######################################################################
                        ALTERNATIVES GENERATED
######################################################################
+------+-------+-------+--------+-------+-------+-------+------------+
|  i   |   k1  |   k2  |   k3   |   e1  |   e2  |   e3  | worse_than |
| 1084 | 6.052 | 0.909 | 34.119 | 0.739 |  0.1  | 0.515 |    None    |
| 1085 |  7.54 | 0.979 | 45.541 | 0.144 | 0.878 | 0.011 |    None    |
| 1086 | 7.389 | 0.972 | 23.47  | 0.204 |  0.8  | 0.984 |    None    |
| 1087 | 5.792 |  0.98 | 27.415 | 0.843 | 0.889 |  0.81 |    None    |
| 1088 | 6.304 | 0.933 | 32.385 | 0.638 | 0.367 | 0.591 |    None    |
| 1089 |  6.36 | 0.926 | 37.854 | 0.616 | 0.289 |  0.35 |    None    |
| 1090 | 7.191 | 0.905 | 37.287 | 0.284 | 0.056 | 0.375 |    None    |
| 1091 |  5.76 | 0.925 | 32.747 | 0.856 | 0.278 | 0.575 |    None    |
| 1092 | 5.564 | 0.937 | 29.168 | 0.934 | 0.411 | 0.733 |    None    |
| 1093 | 7.212 | 0.932 | 37.961 | 0.275 | 0.356 | 0.345 |    None    |
| 1094 | 7.402 | 0.911 | 41.877 | 0.199 | 0.122 | 0.173 |    None    |
| 1095 | 5.528 | 0.958 | 35.744 | 0.949 | 0.644 | 0.443 |    None    |
| 1096 | 7.216 | 0.909 | 25.888 | 0.274 |  0.1  | 0.877 |    None    |
| 1097 | 5.754 | 0.924 | 38.429 | 0.858 | 0.267 | 0.325 |    None    |
| 1098 |  6.97 | 0.902 | 31.39  | 0.372 | 0.022 | 0.635 |    None    |
| 1099 | 6.465 | 0.963 | 41.223 | 0.574 |  0.7  | 0.202 |    None    |
| 1100 | 6.462 | 0.964 | 32.089 | 0.575 | 0.711 | 0.604 |    None    |
| 1101 | 7.794 | 0.958 | 39.032 | 0.042 | 0.644 | 0.298 |    None    |
| 1102 | 5.857 | 0.953 | 34.437 | 0.817 | 0.589 | 0.501 |    None    |
| 1103 | 6.795 | 0.923 | 24.26  | 0.442 | 0.256 | 0.949 |    None    |
| 1104 |  7.84 | 0.982 | 28.433 | 0.024 | 0.911 | 0.765 |    None    |
| 1105 | 7.664 | 0.934 | 27.276 | 0.094 | 0.378 | 0.816 |    None    |
| 1106 | 6.178 | 0.904 | 26.376 | 0.689 | 0.044 | 0.856 |    None    |
| 1107 | 6.233 |  0.98 | 38.128 | 0.667 | 0.889 | 0.338 |    None    |
| 1108 | 7.121 | 0.947 | 42.561 | 0.312 | 0.522 | 0.143 |    None    |
| 1109 | 7.637 | 0.989 | 38.595 | 0.105 | 0.989 | 0.317 |    None    |
| 1110 |  6.42 | 0.989 | 32.953 | 0.592 | 0.989 | 0.566 |    None    |
| 1111 | 5.524 | 0.958 | 31.494 |  0.95 | 0.644 |  0.63 |    None    |
| 1112 |  6.81 | 0.986 | 40.805 | 0.436 | 0.956 |  0.22 |    None    |
| 1113 | 7.711 | 0.907 | 35.711 | 0.076 | 0.078 | 0.444 |    None    |
| 1114 | 7.019 | 0.963 | 29.884 | 0.352 |  0.7  | 0.701 |    None    |
| 1115 | 5.747 | 0.934 | 39.512 | 0.861 | 0.378 | 0.277 |    None    |
| 1116 | 7.506 | 0.923 | 37.642 | 0.158 | 0.256 | 0.359 |    None    |
| 1117 | 5.467 | 0.963 | 43.443 | 0.973 |  0.7  | 0.104 |    None    |
| 1118 | 7.311 | 0.948 | 24.44  | 0.236 | 0.533 | 0.941 |    None    |
| 1119 | 5.752 | 0.919 | 37.087 | 0.859 | 0.211 | 0.384 |    None    |
| 1120 | 6.355 | 0.983 |  44.7  | 0.618 | 0.922 | 0.048 |    None    |
| 1121 | 6.694 |  0.96 | 42.35  | 0.482 | 0.667 | 0.152 |    None    |
| 1122 | 5.729 | 0.932 | 42.179 | 0.868 | 0.356 |  0.16 |    None    |
| 1123 | 7.129 | 0.935 | 39.212 | 0.308 | 0.389 |  0.29 |    None    |
| 1124 | 6.511 | 0.944 | 39.97  | 0.556 | 0.489 | 0.257 |    None    |
| 1125 |  7.55 |  0.93 | 29.853 |  0.14 | 0.333 | 0.703 |    None    |
| 1126 | 5.572 | 0.973 | 36.456 | 0.931 | 0.811 | 0.412 |    None    |
| 1127 | 7.784 | 0.913 | 26.756 | 0.046 | 0.144 | 0.839 |    None    |
| 1128 | 6.356 | 0.938 | 36.211 | 0.618 | 0.422 | 0.422 |    None    |
| 1129 | 7.149 |  0.92 | 44.493 |  0.3  | 0.222 | 0.058 |    None    |
| 1130 | 6.434 | 0.904 | 35.729 | 0.586 | 0.044 | 0.444 |    None    |
| 1131 | 6.334 | 0.966 | 34.317 | 0.626 | 0.733 | 0.506 |    None    |
| 1132 | 5.729 | 0.902 | 42.046 | 0.868 | 0.022 | 0.165 |    None    |
| 1133 | 7.376 | 0.927 | 29.901 |  0.21 |  0.3  |  0.7  |    None    |
| 1134 | 7.543 | 0.983 | 38.582 | 0.143 | 0.922 | 0.318 |    None    |
| 1135 |  5.7  | 0.982 | 40.461 |  0.88 | 0.911 | 0.235 |    None    |
| 1136 | 7.188 | 0.907 | 30.653 | 0.285 | 0.078 | 0.667 |    None    |
| 1137 | 6.112 | 0.988 | 37.121 | 0.715 | 0.978 | 0.382 |    None    |
| 1138 | 5.643 | 0.986 | 38.542 | 0.903 | 0.956 |  0.32 |    None    |
| 1139 | 6.459 | 0.989 | 37.767 | 0.576 | 0.989 | 0.354 |    None    |
| 1140 | 7.613 | 0.982 | 39.397 | 0.115 | 0.911 | 0.282 |    None    |
| 1141 | 6.376 | 0.963 | 31.045 |  0.61 |  0.7  |  0.65 |    None    |
| 1142 | 5.782 |  0.95 | 36.027 | 0.847 | 0.556 | 0.431 |    None    |
| 1143 | 6.403 | 0.932 | 25.692 | 0.599 | 0.356 | 0.886 |    None    |
| 1144 | 5.771 | 0.943 | 44.664 | 0.852 | 0.478 |  0.05 |    None    |
| 1145 | 6.229 |  0.91 | 30.963 | 0.668 | 0.111 | 0.654 |    None    |
| 1146 | 7.306 | 0.921 | 41.661 | 0.238 | 0.233 | 0.182 |    None    |
| 1147 | 6.839 | 0.972 | 35.996 | 0.424 |  0.8  | 0.432 |    None    |
| 1148 | 6.089 | 0.974 | 42.185 | 0.724 | 0.822 | 0.159 |    None    |
| 1149 | 6.594 | 0.971 | 42.886 | 0.522 | 0.789 | 0.128 |    None    |
| 1150 | 5.443 |  0.97 | 23.822 | 0.983 | 0.778 | 0.968 |    None    |
| 1151 |  5.79 | 0.928 | 45.39  | 0.844 | 0.311 | 0.018 |    None    |
| 1152 | 5.619 | 0.933 | 39.309 | 0.912 | 0.367 | 0.286 |    None    |
| 1153 | 5.939 | 0.912 | 29.899 | 0.784 | 0.133 |  0.7  |    None    |
| 1154 | 5.666 | 0.924 | 36.369 | 0.894 | 0.267 | 0.415 |    None    |
| 1155 | 6.961 | 0.964 | 24.666 | 0.376 | 0.711 | 0.931 |    None    |
| 1156 | 7.749 | 0.925 | 31.365 |  0.06 | 0.278 | 0.636 |    None    |
| 1157 | 6.951 | 0.973 | 34.042 |  0.38 | 0.811 | 0.518 |    None    |
| 1158 | 6.692 | 0.915 | 36.141 | 0.483 | 0.167 | 0.426 |    None    |
| 1159 | 6.971 | 0.907 | 33.842 | 0.372 | 0.078 | 0.527 |    None    |
| 1160 | 7.661 | 0.967 | 34.78  | 0.096 | 0.744 | 0.485 |    None    |
| 1161 | 7.622 | 0.961 | 35.512 | 0.111 | 0.678 | 0.453 |    None    |
| 1162 | 5.734 | 0.946 | 45.236 | 0.866 | 0.511 | 0.025 |    None    |
| 1163 |  6.44 | 0.959 | 30.694 | 0.584 | 0.656 | 0.665 |    None    |
| 1164 | 7.593 | 0.917 | 35.317 | 0.123 | 0.189 | 0.462 |    None    |
| 1165 | 6.639 | 0.926 | 28.747 | 0.504 | 0.289 | 0.751 |    None    |
| 1166 | 5.914 | 0.941 | 23.781 | 0.794 | 0.456 |  0.97 |    None    |
| 1167 | 5.878 | 0.928 | 43.137 | 0.809 | 0.311 | 0.117 |    None    |
| 1168 | 7.032 | 0.936 | 28.357 | 0.347 |  0.4  | 0.768 |    None    |
| 1169 | 7.621 | 0.939 | 31.338 | 0.112 | 0.433 | 0.637 |    None    |
| 1170 | 6.222 | 0.975 | 28.147 | 0.671 | 0.833 | 0.778 |    None    |
| 1171 | 6.961 | 0.984 | 45.016 | 0.376 | 0.933 | 0.035 |    None    |
| 1172 | 7.426 | 0.983 | 30.666 |  0.19 | 0.922 | 0.667 |    None    |
| 1173 |  7.57 | 0.902 | 32.616 | 0.132 | 0.022 | 0.581 |    None    |
| 1174 | 6.428 | 0.928 | 25.488 | 0.589 | 0.311 | 0.895 |    None    |
| 1175 | 7.542 | 0.923 | 35.861 | 0.143 | 0.256 | 0.438 |    None    |
| 1176 | 6.186 | 0.933 | 44.079 | 0.686 | 0.367 | 0.076 |    None    |
| 1177 | 5.656 | 0.977 | 36.776 | 0.898 | 0.856 | 0.398 |    None    |
| 1178 | 5.451 | 0.927 | 24.114 |  0.98 |  0.3  | 0.955 |    None    |
| 1179 | 6.722 |  0.93 | 30.019 | 0.471 | 0.333 | 0.695 |    None    |
| 1180 | 6.378 | 0.912 | 31.505 | 0.609 | 0.133 |  0.63 |    None    |
| 1181 | 7.584 | 0.989 | 34.321 | 0.126 | 0.989 | 0.506 |    None    |
| 1182 | 6.978 | 0.946 | 38.688 | 0.369 | 0.511 | 0.313 |    None    |
| 1183 |  6.44 | 0.936 | 44.294 | 0.584 |  0.4  | 0.066 |    None    |
| 1184 | 7.468 | 0.915 | 41.115 | 0.173 | 0.167 | 0.206 |    None    |
| 1185 | 7.863 | 0.945 | 23.74  | 0.015 |  0.5  | 0.972 |    None    |
| 1186 |  6.57 | 0.923 | 40.299 | 0.532 | 0.256 | 0.242 |    None    |
| 1187 | 6.494 | 0.955 | 23.92  | 0.562 | 0.611 | 0.964 |    None    |
| 1188 | 7.123 | 0.989 | 31.942 | 0.311 | 0.989 |  0.61 |    None    |
| 1189 |  6.71 | 0.962 | 23.513 | 0.476 | 0.689 | 0.982 |    None    |
| 1190 | 5.698 | 0.959 | 44.553 | 0.881 | 0.656 | 0.055 |    None    |
| 1191 | 6.474 | 0.901 | 44.303 |  0.57 | 0.011 | 0.066 |    None    |
| 1192 |  6.27 | 0.978 | 45.581 | 0.652 | 0.867 |  0.01 |    None    |
| 1193 | 7.539 | 0.978 | 27.49  | 0.144 | 0.867 | 0.807 |    None    |
| 1194 | 7.874 | 0.951 | 39.083 |  0.01 | 0.567 | 0.296 |    None    |
| 1195 | 7.081 | 0.929 | 28.723 | 0.328 | 0.322 | 0.752 |    None    |
| 1196 | 5.447 | 0.955 | 26.212 | 0.981 | 0.611 | 0.863 |    None    |
| 1197 | 6.614 | 0.987 | 45.03  | 0.514 | 0.967 | 0.034 |    None    |
| 1198 | 7.792 | 0.965 | 45.654 | 0.043 | 0.722 | 0.006 |    None    |
| 1199 | 6.213 | 0.916 | 41.867 | 0.675 | 0.178 | 0.173 |    None    |
| 1200 | 5.697 | 0.966 | 40.586 | 0.881 | 0.733 |  0.23 |    None    |
| 1201 | 6.958 |  0.95 | 24.881 | 0.377 | 0.556 | 0.922 |    None    |
| 1202 | 7.554 | 0.938 | 26.367 | 0.138 | 0.422 | 0.856 |    None    |
| 1203 | 5.694 |  0.91 | 28.005 | 0.882 | 0.111 | 0.784 |    None    |
| 1204 | 7.532 | 0.924 | 39.975 | 0.147 | 0.267 | 0.257 |    None    |
| 1205 | 5.676 | 0.986 | 35.846 |  0.89 | 0.956 | 0.439 |    None    |
| 1206 | 6.247 | 0.986 | 43.405 | 0.661 | 0.956 | 0.106 |    None    |
| 1207 | 6.827 |  0.97 | 42.326 | 0.429 | 0.778 | 0.153 |    None    |
| 1208 | 6.116 | 0.965 | 31.235 | 0.714 | 0.722 | 0.642 |    None    |
| 1209 | 6.733 | 0.946 | 27.042 | 0.467 | 0.511 | 0.826 |    None    |
| 1210 | 6.863 | 0.959 | 36.385 | 0.415 | 0.656 | 0.415 |    None    |
| 1211 | 7.035 | 0.962 | 26.506 | 0.346 | 0.689 |  0.85 |    None    |
| 1212 | 5.966 | 0.947 | 23.362 | 0.774 | 0.522 | 0.988 |    None    |
| 1213 | 6.874 | 0.957 | 41.18  |  0.41 | 0.633 | 0.204 |    None    |
| 1214 | 7.219 | 0.938 | 28.646 | 0.272 | 0.422 | 0.756 |    None    |
| 1215 | 7.298 | 0.913 | 25.842 | 0.241 | 0.144 | 0.879 |    None    |
| 1216 | 7.478 | 0.934 | 28.854 | 0.169 | 0.378 | 0.747 |    None    |
| 1217 | 5.481 | 0.938 | 38.36  | 0.968 | 0.422 | 0.328 |    None    |
| 1218 | 6.595 | 0.988 | 45.303 | 0.522 | 0.978 | 0.022 |    None    |
| 1219 | 7.792 | 0.934 | 34.084 | 0.043 | 0.378 | 0.516 |    None    |
| 1220 | 6.581 | 0.912 | 26.907 | 0.528 | 0.133 | 0.832 |    None    |
| 1221 | 6.814 | 0.971 | 37.496 | 0.434 | 0.789 | 0.366 |    None    |
| 1222 | 7.096 | 0.966 | 45.44  | 0.322 | 0.733 | 0.016 |    None    |
| 1223 | 5.557 | 0.946 | 38.716 | 0.937 | 0.511 | 0.312 |    None    |
| 1224 | 5.744 | 0.904 | 42.803 | 0.862 | 0.044 | 0.132 |    None    |
| 1225 |  6.33 | 0.987 | 24.677 | 0.628 | 0.967 | 0.931 |    None    |
| 1226 | 6.537 | 0.955 | 35.684 | 0.545 | 0.611 | 0.446 |    None    |
| 1227 | 5.914 |  0.96 | 29.311 | 0.794 | 0.667 | 0.726 |    None    |
| 1228 | 7.824 | 0.985 | 25.984 |  0.03 | 0.944 | 0.873 |    None    |
| 1229 |  7.75 |  0.94 | 36.096 |  0.06 | 0.444 | 0.427 |    None    |
| 1230 | 6.897 | 0.972 | 32.927 | 0.401 |  0.8  | 0.567 |    None    |
| 1231 |  6.53 | 0.909 | 40.922 | 0.548 |  0.1  | 0.215 |    None    |
| 1232 | 6.449 | 0.909 | 25.97  |  0.58 |  0.1  | 0.874 |    None    |
| 1233 | 6.497 | 0.944 | 23.56  | 0.561 | 0.489 |  0.98 |    None    |
| 1234 | 6.975 | 0.977 | 25.639 |  0.37 | 0.856 | 0.888 |    None    |
| 1235 | 5.451 | 0.988 | 43.414 |  0.98 | 0.978 | 0.105 |    None    |
| 1236 | 7.555 | 0.965 | 42.956 | 0.138 | 0.722 | 0.125 |    None    |
| 1237 |  6.37 | 0.921 | 25.739 | 0.612 | 0.233 | 0.884 |    None    |
| 1238 |  6.38 | 0.936 | 42.921 | 0.608 |  0.4  | 0.127 |    None    |
| 1239 | 6.736 | 0.938 | 39.953 | 0.466 | 0.422 | 0.258 |    None    |
| 1240 |  6.94 | 0.957 | 29.272 | 0.384 | 0.633 | 0.728 |    None    |
| 1241 |  6.1  | 0.902 | 27.68  |  0.72 | 0.022 | 0.798 |    None    |
| 1242 | 6.985 | 0.958 | 43.76  | 0.366 | 0.644 |  0.09 |    None    |
| 1243 |  7.45 | 0.944 | 35.305 |  0.18 | 0.489 | 0.462 |    None    |
| 1244 | 5.814 | 0.919 | 32.718 | 0.834 | 0.211 | 0.576 |    None    |
| 1245 |  6.18 | 0.964 | 38.687 | 0.688 | 0.711 | 0.313 |    None    |
| 1246 | 5.495 | 0.925 | 34.715 | 0.962 | 0.278 | 0.488 |    None    |
| 1247 | 7.038 | 0.982 | 36.557 | 0.345 | 0.911 | 0.407 |    None    |
| 1248 | 7.111 | 0.975 | 24.992 | 0.316 | 0.833 | 0.917 |    None    |
| 1249 | 6.229 | 0.922 | 33.116 | 0.668 | 0.244 | 0.559 |    None    |
| 1250 | 5.454 | 0.952 | 36.471 | 0.978 | 0.578 | 0.411 |    None    |
| 1251 |  6.75 | 0.979 | 40.029 |  0.46 | 0.878 | 0.254 |    None    |
| 1252 | 6.296 | 0.966 | 23.434 | 0.642 | 0.733 | 0.985 |    None    |
| 1253 | 7.618 | 0.919 | 38.904 | 0.113 | 0.211 | 0.304 |    None    |
| 1254 | 6.684 | 0.985 | 43.967 | 0.486 | 0.944 | 0.081 |    None    |
| 1255 | 7.063 |  0.91 | 42.55  | 0.335 | 0.111 | 0.143 |    None    |
| 1256 |  6.89 | 0.914 | 41.604 | 0.404 | 0.156 | 0.185 |    None    |
| 1257 | 7.024 |  0.94 | 43.313 |  0.35 | 0.444 |  0.11 |    None    |
| 1258 | 7.279 | 0.957 | 25.345 | 0.248 | 0.633 | 0.901 |    None    |
| 1259 | 7.301 | 0.948 | 23.102 |  0.24 | 0.533 |  1.0  |    None    |
| 1260 |  7.78 | 0.969 | 33.597 | 0.048 | 0.767 | 0.538 |    None    |
| 1261 | 5.918 | 0.913 | 29.105 | 0.793 | 0.144 | 0.735 |    None    |
| 1262 | 7.228 | 0.948 | 41.533 | 0.269 | 0.533 | 0.188 |    None    |
| 1263 | 7.487 | 0.901 | 23.101 | 0.165 | 0.011 |  1.0  |    None    |
| 1264 | 6.086 | 0.975 | 33.134 | 0.726 | 0.833 | 0.558 |    None    |
| 1265 | 7.749 | 0.905 | 35.447 |  0.06 | 0.056 | 0.456 |    None    |
| 1266 | 6.655 | 0.928 | 45.709 | 0.498 | 0.311 | 0.004 |    None    |
| 1267 | 5.838 | 0.969 | 39.96  | 0.825 | 0.767 | 0.257 |    None    |
| 1268 | 7.041 | 0.922 | 35.926 | 0.344 | 0.244 | 0.435 |    None    |
| 1269 | 6.144 | 0.987 | 39.137 | 0.702 | 0.967 | 0.294 |    None    |
| 1270 | 7.146 | 0.926 | 37.339 | 0.302 | 0.289 | 0.373 |    None    |
| 1271 | 6.808 | 0.905 | 25.816 | 0.437 | 0.056 |  0.88 |    None    |
| 1272 | 7.054 | 0.911 | 30.322 | 0.338 | 0.122 | 0.682 |    None    |
| 1273 | 7.072 | 0.977 | 26.329 | 0.331 | 0.856 | 0.858 |    None    |
| 1274 | 7.554 | 0.958 | 41.267 | 0.138 | 0.644 |  0.2  |    None    |
| 1275 | 5.931 | 0.916 | 44.892 | 0.788 | 0.178 |  0.04 |    None    |
| 1276 | 6.337 | 0.923 | 36.782 | 0.625 | 0.256 | 0.397 |    None    |
| 1277 | 7.781 | 0.904 | 24.484 | 0.048 | 0.044 | 0.939 |    None    |
| 1278 | 6.761 | 0.971 | 33.116 | 0.456 | 0.789 | 0.559 |    None    |
| 1279 | 6.321 | 0.943 | 40.669 | 0.632 | 0.478 | 0.226 |    None    |
| 1280 | 5.935 |  0.95 | 31.779 | 0.786 | 0.556 | 0.618 |    None    |
| 1281 | 6.161 | 0.985 | 25.359 | 0.696 | 0.944 |  0.9  |    None    |
| 1282 | 7.008 | 0.977 | 40.986 | 0.357 | 0.856 | 0.212 |    None    |
| 1283 | 6.521 | 0.963 | 33.885 | 0.552 |  0.7  | 0.525 |    None    |
| 1284 | 6.668 | 0.977 | 26.668 | 0.493 | 0.856 | 0.843 |    None    |
| 1285 |  5.64 | 0.938 | 25.281 | 0.904 | 0.422 | 0.904 |    None    |
| 1286 | 5.536 | 0.916 | 38.634 | 0.946 | 0.178 | 0.316 |    None    |
| 1287 | 7.139 | 0.958 | 43.18  | 0.304 | 0.644 | 0.115 |    None    |
| 1288 | 6.979 | 0.955 | 41.016 | 0.368 | 0.611 | 0.211 |    None    |
| 1289 | 6.216 | 0.955 | 24.566 | 0.674 | 0.611 | 0.935 |    None    |
| 1290 | 5.514 | 0.908 | 27.005 | 0.954 | 0.089 | 0.828 |    None    |
| 1291 | 6.872 | 0.939 | 32.507 | 0.411 | 0.433 | 0.586 |    None    |
| 1292 | 6.428 | 0.973 | 25.949 | 0.589 | 0.811 | 0.874 |    None    |
| 1293 | 6.174 | 0.939 | 33.958 |  0.69 | 0.433 | 0.522 |    None    |
| 1294 | 7.222 | 0.947 | 44.767 | 0.271 | 0.522 | 0.046 |    None    |
| 1295 | 5.655 | 0.962 | 33.712 | 0.898 | 0.689 | 0.533 |    None    |
| 1296 | 6.645 | 0.941 | 29.685 | 0.502 | 0.456 |  0.71 |    None    |
| 1297 | 7.117 | 0.953 |  39.7  | 0.313 | 0.589 | 0.269 |    None    |
| 1298 | 6.334 |  0.94 | 38.828 | 0.626 | 0.444 | 0.307 |    None    |
| 1299 | 6.627 | 0.913 | 35.818 | 0.509 | 0.144 |  0.44 |    None    |
| 1300 | 7.537 | 0.942 | 45.278 | 0.145 | 0.467 | 0.023 |    None    |
| 1301 | 6.294 | 0.916 | 31.647 | 0.642 | 0.178 | 0.623 |    None    |
| 1302 | 6.966 | 0.914 | 40.503 | 0.374 | 0.156 | 0.233 |    None    |
| 1303 |  6.74 | 0.974 | 23.526 | 0.464 | 0.822 | 0.981 |    None    |
| 1304 | 7.585 | 0.924 | 27.473 | 0.126 | 0.267 | 0.807 |    None    |
| 1305 |  7.8  | 0.905 | 26.007 |  0.04 | 0.056 | 0.872 |    None    |
| 1306 | 6.535 | 0.919 | 33.09  | 0.546 | 0.211 |  0.56 |    None    |
| 1307 | 6.594 | 0.964 | 38.671 | 0.522 | 0.711 | 0.314 |    None    |
| 1308 | 6.318 |  0.96 | 25.868 | 0.633 | 0.667 | 0.878 |    None    |
| 1309 | 7.048 | 0.975 | 37.973 | 0.341 | 0.833 | 0.345 |    None    |
| 1310 | 7.823 | 0.901 | 39.706 | 0.031 | 0.011 | 0.268 |    None    |
| 1311 | 7.142 | 0.912 | 32.101 | 0.303 | 0.133 | 0.603 |    None    |
| 1312 | 5.896 |  0.98 | 35.983 | 0.802 | 0.889 | 0.432 |    None    |
| 1313 | 5.404 | 0.976 | 30.451 | 0.998 | 0.844 | 0.676 |    None    |
| 1314 | 7.311 | 0.913 | 29.641 | 0.236 | 0.144 | 0.712 |    None    |
| 1315 | 7.231 | 0.933 | 39.681 | 0.268 | 0.367 |  0.27 |    None    |
| 1316 |  6.6  | 0.977 | 41.456 |  0.52 | 0.856 | 0.191 |    None    |
| 1317 | 6.793 |  0.93 | 38.394 | 0.443 | 0.333 | 0.326 |    None    |
| 1318 | 5.745 |  0.9  |  36.6  | 0.862 |  0.0  | 0.405 |    None    |
| 1319 | 6.109 | 0.973 | 38.47  | 0.716 | 0.811 | 0.323 |    None    |
| 1320 | 6.637 | 0.932 | 42.505 | 0.505 | 0.356 | 0.145 |    None    |
| 1321 | 6.021 | 0.973 | 33.817 | 0.752 | 0.811 | 0.528 |    None    |
| 1322 | 7.383 | 0.932 | 34.422 | 0.207 | 0.356 | 0.501 |    None    |
| 1323 | 6.803 | 0.963 | 26.337 | 0.439 |  0.7  | 0.857 |    None    |
| 1324 | 7.679 | 0.931 | 30.628 | 0.088 | 0.344 | 0.668 |    None    |
| 1325 | 6.908 | 0.912 | 29.123 | 0.397 | 0.133 | 0.735 |    None    |
| 1326 | 6.497 | 0.915 | 45.297 | 0.561 | 0.167 | 0.022 |    None    |
| 1327 | 7.735 | 0.966 | 43.12  | 0.066 | 0.733 | 0.118 |    None    |
| 1328 | 5.703 | 0.906 | 31.406 | 0.879 | 0.067 | 0.634 |    None    |
| 1329 |  7.34 | 0.966 | 29.501 | 0.224 | 0.733 | 0.718 |    None    |
| 1330 | 5.555 | 0.939 | 23.104 | 0.938 | 0.433 |  1.0  |    None    |
| 1331 | 5.481 | 0.942 | 31.776 | 0.968 | 0.467 | 0.618 |    None    |
| 1332 | 5.972 | 0.917 | 27.046 | 0.771 | 0.189 | 0.826 |    None    |
| 1333 | 7.819 | 0.914 | 41.657 | 0.032 | 0.156 | 0.183 |    None    |
| 1334 | 6.884 | 0.958 | 34.572 | 0.406 | 0.644 | 0.495 |    None    |
| 1335 | 7.282 | 0.922 | 28.044 | 0.247 | 0.244 | 0.782 |    None    |
| 1336 | 7.199 |  0.9  | 40.801 |  0.28 |  0.0  |  0.22 |    None    |
| 1337 | 6.971 | 0.932 | 33.137 | 0.372 | 0.356 | 0.558 |    None    |
| 1338 | 6.374 | 0.987 | 42.52  |  0.61 | 0.967 | 0.144 |    None    |
| 1339 | 5.698 | 0.903 | 32.155 | 0.881 | 0.033 | 0.601 |    None    |
| 1340 | 6.967 | 0.935 | 42.271 | 0.373 | 0.389 | 0.155 |    None    |
| 1341 | 5.507 | 0.989 | 41.105 | 0.957 | 0.989 | 0.207 |    None    |
| 1342 | 6.389 | 0.962 | 31.832 | 0.604 | 0.689 | 0.615 |    None    |
| 1343 | 6.212 | 0.916 | 31.223 | 0.675 | 0.178 | 0.642 |    None    |
| 1344 | 7.348 | 0.978 | 44.23  | 0.221 | 0.867 | 0.069 |    None    |
| 1345 | 6.843 |  0.91 | 26.18  | 0.423 | 0.111 | 0.864 |    None    |
| 1346 | 7.469 | 0.928 | 42.237 | 0.172 | 0.311 | 0.157 |    None    |
| 1347 | 7.262 | 0.913 | 40.905 | 0.255 | 0.144 | 0.216 |    None    |
| 1348 | 7.735 | 0.904 | 30.886 | 0.066 | 0.044 | 0.657 |    None    |
| 1349 | 6.664 | 0.963 | 36.749 | 0.494 |  0.7  | 0.399 |    None    |
| 1350 | 6.934 | 0.968 | 42.962 | 0.386 | 0.756 | 0.125 |    None    |
| 1351 | 6.168 | 0.989 | 25.047 | 0.693 | 0.989 | 0.914 |    None    |
| 1352 | 6.409 | 0.911 | 37.675 | 0.596 | 0.122 | 0.358 |    None    |
| 1353 | 6.261 | 0.949 | 36.29  | 0.656 | 0.544 | 0.419 |    None    |
| 1354 | 5.915 |  0.94 | 42.004 | 0.794 | 0.444 | 0.167 |    None    |
| 1355 |  5.52 | 0.967 | 25.078 | 0.952 | 0.744 | 0.913 |    None    |
| 1356 | 7.731 | 0.973 | 28.686 | 0.068 | 0.811 | 0.754 |    None    |
| 1357 | 7.291 | 0.943 | 29.508 | 0.244 | 0.478 | 0.718 |    None    |
| 1358 | 6.342 | 0.958 | 37.376 | 0.623 | 0.644 | 0.371 |    None    |
| 1359 | 6.908 | 0.919 | 37.247 | 0.397 | 0.211 | 0.377 |    None    |
| 1360 | 6.549 | 0.953 | 27.477 |  0.54 | 0.589 | 0.807 |    None    |
| 1361 | 6.684 | 0.987 | 36.667 | 0.486 | 0.967 | 0.402 |    None    |
| 1362 | 5.863 | 0.958 | 28.982 | 0.815 | 0.644 | 0.741 |    None    |
| 1363 | 6.224 |  0.98 | 30.617 |  0.67 | 0.889 | 0.669 |    None    |
| 1364 | 6.956 | 0.927 | 23.229 | 0.378 |  0.3  | 0.994 |    None    |
| 1365 | 7.301 | 0.923 | 24.07  |  0.24 | 0.256 | 0.957 |    None    |
| 1366 | 5.711 | 0.947 | 29.451 | 0.876 | 0.522 |  0.72 |    None    |
| 1367 | 7.377 | 0.913 | 35.369 | 0.209 | 0.144 |  0.46 |    None    |
| 1368 | 6.914 | 0.957 | 41.297 | 0.394 | 0.633 | 0.198 |    None    |
| 1369 | 5.874 | 0.906 | 32.911 |  0.81 | 0.067 | 0.568 |    None    |
| 1370 | 6.934 | 0.929 | 23.989 | 0.386 | 0.322 | 0.961 |    None    |
| 1371 | 5.821 | 0.945 | 41.369 | 0.832 |  0.5  | 0.195 |    None    |
| 1372 | 5.676 | 0.966 | 38.978 |  0.89 | 0.733 | 0.301 |    None    |
| 1373 | 5.713 | 0.901 | 43.345 | 0.875 | 0.011 | 0.108 |    None    |
| 1374 | 7.204 | 0.977 | 31.738 | 0.278 | 0.856 | 0.619 |    None    |
| 1375 | 5.782 |  0.91 |  44.2  | 0.847 | 0.111 |  0.07 |    None    |
| 1376 | 5.567 | 0.913 | 43.373 | 0.933 | 0.144 | 0.107 |    None    |
| 1377 | 7.576 | 0.986 | 34.792 |  0.13 | 0.956 | 0.485 |    None    |
| 1378 | 7.473 | 0.912 | 32.121 | 0.171 | 0.133 | 0.603 |    None    |
